BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Once or twice a month,Disagree a little,Agree a little,Every or almost every lesson,Disagree a lot,Disagree a little,432.96705
Yes,None or very few (0–10 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,About half the lessons,Disagree a lot,Agree a lot,439.153134
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,367.510942
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Once or twice a month,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a little,324.34440800000004
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Never,Agree a little,Disagree a lot,Every or almost every lesson,Disagree a little,Agree a little,348.042758
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,450.837604
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a little,Disagree a lot,331.495666
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Agree a lot,Agree a little,391.261086
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,391.66102
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,419.807578
No,Enough to fill three or more bookcases (more than 200),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Disagree a little,Agree a lot,296.32264
No,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a lot,Never,Disagree a lot,Agree a little,Some lessons,Agree a lot,Agree a little,311.252652
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,325.75885400000004
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,381.259372
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a little,Every or almost every lesson,Disagree a lot,Agree a lot,434.535896
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Agree a lot,Once or twice a month,Disagree a lot,Agree a little,Every or almost every lesson,Disagree a lot,Agree a lot,295.758436
Yes,None or very few (0–10 books),Disagree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,345.158746
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,412.948778
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Once or twice a month,Disagree a lot,Agree a little,Some lessons,Disagree a little,Agree a little,332.455922
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a lot,298.25962
Yes,Enough to fill one shelf (11–25 books),Disagree a lot,Agree a little,Never,Agree a lot,Agree a little,About half the lessons,Agree a lot,Agree a lot,436.801958
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a little,Some lessons,Agree a little,Agree a lot,412.00381
Yes,Enough to fill two bookcases (101–200 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,392.669744
Yes,Enough to fill three or more bookcases (more than 200),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,About half the lessons,Disagree a little,Agree a lot,311.232994
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,345.966994
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Disagree a little,About half the lessons,Agree a lot,Agree a lot,344.674244
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a little,280.55644799999993
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,345.288822
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,At least once a week,Disagree a lot,Agree a lot,Never,Disagree a little,Agree a lot,314.46065400000003
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,419.747318
Yes,None or very few (0–10 books),Agree a little,Agree a lot,Once or twice a month,Agree a little,Disagree a lot,Every or almost every lesson,Disagree a little,Agree a lot,293.381158
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Disagree a lot,Never,Agree a little,Agree a lot,338.6010820000001
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,302.857402
Yes,Enough to fill one shelf (11–25 books),Disagree a lot,Agree a little,Never,Disagree a lot,Agree a lot,Never,Disagree a little,Agree a lot,288.088836
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,343.244212
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,362.760482
No,Enough to fill one bookcase (26–100 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,390.256962
No,None or very few (0–10 books),Agree a lot,Agree a little,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,371.254468
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,385.847884
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a little,About half the lessons,Agree a little,Agree a little,381.248056
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,470.7775659999999
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,420.336314
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Once or twice a month,Agree a little,Agree a lot,Some lessons,Disagree a little,Agree a little,455.536264
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a little,Disagree a little,About half the lessons,Agree a little,Agree a little,356.262358
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Disagree a lot,Agree a lot,Never,Disagree a lot,Disagree a lot,349.520966
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Never,Agree a little,Agree a little,About half the lessons,Agree a little,Agree a lot,375.514326
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Agree a little,Once or twice a month,Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a little,393.123734
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Disagree a little,A few times a year,Agree a lot,Agree a lot,About half the lessons,Disagree a lot,Agree a lot,435.877914
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,434.443686
No,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Disagree a lot,367.518228
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,448.133536
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Some lessons,Disagree a lot,Agree a lot,362.589156
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,414.116154
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,417.405946
Yes,Enough to fill one shelf (11–25 books),Agree a little,Disagree a little,Once or twice a month,Agree a little,Agree a little,About half the lessons,Agree a little,Agree a little,373.137662
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a little,At least once a week,Disagree a little,Disagree a little,About half the lessons,Disagree a lot,Agree a little,404.399234
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,A few times a year,Agree a little,Disagree a little,About half the lessons,Agree a lot,Agree a little,367.182684
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,332.321554
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Agree a little,Never,Disagree a lot,Disagree a lot,Some lessons,Agree a lot,Agree a lot,358.649038
No,None or very few (0–10 books),Agree a little,Disagree a little,Once or twice a month,Agree a little,Disagree a little,Every or almost every lesson,Agree a little,Agree a little,348.250508
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,404.309694
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,424.69797
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Disagree a little,Never,Disagree a little,Agree a little,455.252216
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Once or twice a month,Disagree a lot,Disagree a little,Never,Disagree a lot,Disagree a lot,329.657974
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,460.909538
Yes,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Disagree a little,Disagree a lot,About half the lessons,Agree a little,Agree a little,384.46939
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a little,330.382446
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,401.685928
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Disagree a little,A few times a year,Disagree a little,Disagree a little,Every or almost every lesson,Agree a little,Agree a lot,484.676718
No,Enough to fill one shelf (11–25 books),Disagree a little,Disagree a little,A few times a year,Disagree a little,Disagree a little,Every or almost every lesson,Agree a little,Agree a lot,373.516274
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,411.59961
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a little,About half the lessons,Agree a lot,Agree a lot,475.60347600000006
Yes,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,470.3965319999999
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a lot,Agree a little,449.827812
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a little,Never,Agree a little,Agree a little,350.29086399999994
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Agree a little,Disagree a little,About half the lessons,Agree a lot,Agree a lot,459.29937200000006
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a lot,Agree a little,Never,Agree a lot,Agree a lot,381.311166
No,None or very few (0–10 books),Agree a little,Disagree a lot,A few times a year,Disagree a lot,Disagree a lot,Never,Disagree a little,Disagree a little,356.24501000000004
Yes,None or very few (0–10 books),Agree a little,Disagree a little,Never,Disagree a little,Disagree a little,Some lessons,Disagree a lot,Disagree a lot,365.37160000000006
Yes,None or very few (0–10 books),Agree a lot,Agree a little,A few times a year,Disagree a little,Agree a lot,Never,Disagree a little,Agree a lot,410.8648139999999
Yes,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,456.043814
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Disagree a little,Disagree a little,406.8235680000001
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,369.122582
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Disagree a lot,Agree a lot,343.046662
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,370.98778
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,413.69621400000005
